sku,sector,material,movimiento,hora_inicio,hora_fin,costo_propio,costo_overflow,sim_id
956596,HPC,956596,Entrada,9945.362637362636,10272.043956043952,37326.200000000004,0,1
956596,HPC,956596,Entrada,9908.560439560439,10294.08791208791,37326.200000000004,0,1
975472,FOODS,975472,Entrada,9639.0,10338.593406593405,37326.200000000004,0,1
975472,FOODS,975472,Entrada,9892.912087912087,10353.659340659338,37326.200000000004,0,1
956596,HPC,956596,Entrada,9846.241758241758,10409.461538461537,37326.200000000004,0,1
956596,HPC,956596,Entrada,9970.87912087912,10417.560439560437,37326.200000000004,0,1
555674,FOODS,555674,Entrada,9003.291208791208,10420.576923076918,37326.200000000004,0,1
956596,HPC,956596,Entrada,9996.197802197801,10504.032967032965,37326.200000000004,0,1
235590,HPC,235590,Entrada,7427.890109890111,10551.934065934054,37326.200000000004,0,1
926649,HPC,926649,Entrada,10007.681318681316,10575.51648351648,37326.200000000004,0,1
927427,HPC,927427,Salida,9806.0,10607.802197802195,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10142.186813186812,10664.087912087909,37326.200000000004,0,1
235590,HPC,235590,Entrada,7692.78021978022,10695.065934065924,37326.200000000004,0,1
89688,FOODS,89688,Entrada,7131.593406593402,10710.829670329653,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10338.593406593405,10740.494505494504,37326.200000000004,0,1
235590,HPC,235590,Entrada,9372.934065934063,10831.824175824167,37326.200000000004,0,1
975472,FOODS,975472,Entrada,9955.230769230768,10835.978021978017,37326.200000000004,0,1
926649,HPC,926649,Entrada,9509.131868131866,10849.175824175818,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10079.86813186813,10901.769230769227,37326.200000000004,0,1
89688,FOODS,89688,Entrada,6570.7252747252705,10990.758241758222,37326.200000000004,0,1
89688,FOODS,89688,Entrada,7006.956043956039,11005.038461538445,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10017.54945054945,11018.296703296699,37326.200000000004,0,1
560806,HPC,560806,Salida,1289.9340659340655,11039.868131868112,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10400.912087912087,11102.813186813184,37326.200000000004,0,1
923150,FOODS,923150,Entrada,9190.247252747251,11148.686813186805,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10463.230769230768,11158.56593406593,37326.200000000004,0,1
235590,HPC,235590,Entrada,7798.736263736264,11283.329670329658,37326.200000000004,0,1
923150,FOODS,923150,Entrada,8816.335164835164,11312.467032967023,37326.200000000004,0,1
235590,HPC,235590,Entrada,9061.340659340656,11424.010989010978,37326.200000000004,0,1
926649,HPC,926649,Entrada,9571.450549450548,11451.494505494498,37326.200000000004,0,1
217794,FOODS,217794,Salida,10547.0,11528.802197802195,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11150.0,11606.48901098901,37326.200000000004,0,1
975472,FOODS,975472,Entrada,10525.54945054945,11760.884615384608,37326.200000000004,0,1
923150,FOODS,923150,Entrada,8878.653846153846,11914.785714285703,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11731.126373626372,11949.923076923073,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11793.445054945052,12012.241758241755,37326.200000000004,0,1
560806,HPC,560806,Salida,685.9780219780221,12111.95604395602,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11855.763736263734,12134.560439560435,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11918.082417582415,12138.032967032963,37326.200000000004,0,1
560806,HPC,560806,Salida,685.9780219780221,12171.95604395602,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11980.401098901097,12200.351648351643,37326.200000000004,0,1
52428,FOODS,52428,Entrada,11886.0,12224.7967032967,37326.200000000004,0,1
558489,FOODS,558489,Entrada,12015.0,12354.950549450547,37326.200000000004,0,1
23465,FOODS,23465,Entrada,12140.0,12359.950549450547,37326.200000000004,0,1
198436,FOODS,198436,Entrada,12233.0,12514.104395604394,37326.200000000004,0,1
553563,HPC,553563,Salida,9096.0,12545.934065934054,37326.200000000004,0,1
198581,FOODS,198581,Entrada,12146.0,12547.104395604392,37326.200000000004,0,1
217794,FOODS,217794,Salida,11528.802197802195,12570.60439560439,37326.200000000004,0,1
221005,HPC,221005,Entrada,8926.0,12607.51648351647,37326.200000000004,0,1
36397,FOODS,36397,Salida,12068.0,12629.802197802197,37326.200000000004,0,1
198436,FOODS,198436,Entrada,6465.0,12683.879120879099,37326.200000000004,0,1
52428,FOODS,52428,Entrada,12224.7967032967,12685.901098901095,37326.200000000004,0,1
224668,HPC,224668,Entrada,12484.0,12686.901098901099,37326.200000000004,0,1
61670,HPC,61670,Entrada,12464.0,12725.747252747251,37326.200000000004,0,1
160123,FOODS,160123,Entrada,12287.115384615383,12748.219780219777,37326.200000000004,0,1
224668,HPC,224668,Entrada,12549.0,12751.901098901099,37326.200000000004,0,1
194465,FOODS,194465,Entrada,12322.0,12842.142857142853,37326.200000000004,0,1
52428,FOODS,52428,Entrada,12576.423076923076,12860.02747252747,37326.200000000004,0,1
198436,FOODS,198436,Entrada,12666.543956043954,12891.302197802193,37326.200000000004,0,1
224668,HPC,224668,Entrada,12686.901098901099,12892.109890109889,37326.200000000004,0,1
160123,FOODS,160123,Entrada,12604.225274725271,12947.829670329666,37326.200000000004,0,1
198581,FOODS,198581,Entrada,12359.950549450547,13000.093406593402,37326.200000000004,0,1
221005,HPC,221005,Entrada,12607.51648351647,13051.571428571413,37326.200000000004,0,1
52522,FOODS,52522,Entrada,12609.225274725271,13072.829670329666,37326.200000000004,0,1
198581,FOODS,198581,Entrada,12728.862637362634,13073.620879120874,37326.200000000004,0,1
198436,FOODS,198436,Entrada,12609.423076923074,13133.027472527467,37326.200000000004,0,1
217794,FOODS,217794,Salida,11528.802197802195,13170.604395604389,37326.200000000004,0,1
34489,FOODS,34489,Entrada,12870.835164835142,13216.74725274723,37326.200000000004,0,1
221005,HPC,221005,Entrada,12669.83516483515,13235.04395604394,37326.200000000004,0,1
224668,HPC,224668,Entrada,12850.384615384613,13236.461538461535,37326.200000000004,0,1
224668,HPC,224668,Entrada,12873.857142857141,13319.934065934063,37326.200000000004,0,1
931906,HPC,931906,Salida,12545.934065934054,13355.86813186812,37326.200000000004,0,1
224668,HPC,224668,Entrada,12621.0,13365.054945054942,37326.200000000004,0,1
61670,HPC,61670,Entrada,12936.175824175823,13384.560439560437,37326.200000000004,0,1
923150,FOODS,923150,Entrada,9377.203296703296,13435.64285714284,37326.200000000004,0,1
61670,HPC,61670,Entrada,12912.703296703296,13539.934065934061,37326.200000000004,0,1
194465,FOODS,194465,Entrada,12791.181318681316,13557.0934065934,37326.200000000004,0,1
36397,FOODS,36397,Salida,12341.0,13562.802197802193,37326.200000000004,0,1
971416,HPC,971416,Entrada,8522.98901098901,13564.956043956025,37326.200000000004,0,1
915597,HPC,915597,Entrada,13427.373626373623,13627.648351648348,37326.200000000004,0,1
224668,HPC,224668,Entrada,13037.340659340658,13655.307692307688,37326.200000000004,0,1
61670,HPC,61670,Entrada,12938.857142857143,13687.241758241757,37326.200000000004,0,1
927478,HPC,927478,Salida,10607.802197802195,13689.604395604383,37326.200000000004,0,1
224668,HPC,224668,Entrada,13489.692307692305,13689.967032967028,37326.200000000004,0,1
160123,FOODS,160123,Entrada,12853.499999999996,13739.41208791208,37326.200000000004,0,1
558489,FOODS,558489,Entrada,12933.153846153824,13807.692307692281,37326.200000000004,0,1
23935,FOODS,23935,Entrada,13494.021978021956,13832.021978021954,37326.200000000004,0,1
558489,FOODS,558489,Entrada,12683.879120879099,13868.637362637335,37326.200000000004,0,1
214702,FOODS,214702,Entrada,13662.0,13879.999999999998,37326.200000000004,0,1
24361,FOODS,24361,Entrada,13680.978021977999,13900.131868131843,37326.200000000004,0,1
224668,HPC,224668,Entrada,12725.747252747251,13948.36263736263,37326.200000000004,0,1
23935,FOODS,23935,Entrada,13556.340659340636,14014.340659340634,37326.200000000004,0,1
160123,FOODS,160123,Entrada,12746.19780219778,14050.956043956015,37326.200000000004,0,1
198436,FOODS,198436,Entrada,13729.0,14068.153846153844,37326.200000000004,0,1
23465,FOODS,23465,Entrada,13618.659340659318,14076.659340659315,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11606.48901098901,14104.131868131855,37326.200000000004,0,1
36397,FOODS,36397,Salida,10865.0,14126.802197802188,37326.200000000004,0,1
23935,FOODS,23935,Entrada,13930.252747252724,14210.560439560415,37326.200000000004,0,1
224668,HPC,224668,Entrada,13001.175824175823,14219.142857142851,37326.200000000004,0,1
180585,FOODS,180585,Entrada,12808.516483516461,14234.428571428543,37326.200000000004,0,1
23935,FOODS,23935,Entrada,12541.90659340659,14264.357142857132,37326.200000000004,0,1
560806,HPC,560806,Salida,685.9780219780221,14331.956043956012,37326.200000000004,0,1
915597,HPC,915597,Entrada,13552.010989010985,14353.439560439552,37326.200000000004,0,1
23464,FOODS,23464,Entrada,12417.269230769227,14378.565934065924,37326.200000000004,0,1
224668,HPC,224668,Entrada,13879.0,14381.582417582415,37326.200000000004,0,1
52861,FOODS,52861,Entrada,12484.587912087909,14385.884615384606,37326.200000000004,0,1
180585,FOODS,180585,Entrada,13182.428571428549,14418.12087912085,37326.200000000004,0,1
558489,FOODS,558489,Entrada,14253.912087912086,14476.719780219777,37326.200000000004,0,1
52522,FOODS,52522,Entrada,14255.109890109889,14477.91758241758,37326.200000000004,0,1
927478,HPC,927478,Entrada,11917.0,14518.747252747244,37326.200000000004,0,1
160123,FOODS,160123,Entrada,13879.999999999998,14520.30769230769,37326.200000000004,0,1
915597,HPC,915597,Entrada,13614.329670329667,14535.758241758238,37326.200000000004,0,1
214702,FOODS,214702,Entrada,13244.74725274723,14540.439560439534,37326.200000000004,0,1
52522,FOODS,52522,Entrada,12915.818681318679,14570.357142857136,37326.200000000004,0,1
198436,FOODS,198436,Entrada,14304.164835164811,14646.972527472502,37326.200000000004,0,1
971415,HPC,971415,Entrada,8946.813186813186,14649.648351648328,37326.200000000004,0,1
23464,FOODS,23464,Entrada,14317.428571428569,14660.23626373626,37326.200000000004,0,1
971415,HPC,971415,Entrada,8787.879120879119,14667.53846153844,37326.200000000004,0,1
24361,FOODS,24361,Entrada,13743.29670329668,14682.450549450525,37326.200000000004,0,1
160123,FOODS,160123,Entrada,13942.31868131868,14702.62637362637,37326.200000000004,0,1
214702,FOODS,214702,Entrada,13369.384615384592,14726.230769230746,37326.200000000004,0,1
971416,HPC,971416,Entrada,8417.032967032967,14777.846153846127,37326.200000000004,0,1
224668,HPC,224668,Entrada,14568.53846153846,14831.98901098901,37326.200000000004,0,1
927478,HPC,927478,Entrada,14518.747252747244,14842.197802197794,37326.200000000004,0,1
927475,HPC,927475,Entrada,14581.065934065926,14845.670329670322,37326.200000000004,0,1
558489,FOODS,558489,Entrada,14442.065934065931,14846.027472527468,37326.200000000004,0,1
221005,HPC,221005,Entrada,9085.0,14908.98901098899,37326.200000000004,0,1
61670,HPC,61670,Entrada,12876.538461538461,15003.769230769225,37326.200000000004,0,1
558488,FOODS,558488,Entrada,14379.747252747251,15023.708791208786,37326.200000000004,0,1
23267,FOODS,23267,Entrada,14066.956043956043,15066.302197802192,37326.200000000004,0,1
927475,HPC,927475,Entrada,14643.384615384606,15149.142857142846,37326.200000000004,0,1
61670,HPC,61670,Entrada,14630.85714285714,15195.461538461535,37326.200000000004,0,1
560806,HPC,560806,Salida,9328.0,15279.252747252727,37326.200000000004,0,1
61670,HPC,61670,Entrada,14693.175824175822,15318.934065934061,37326.200000000004,0,1
560806,HPC,560806,Salida,1766.2527472527468,15337.50549450546,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11668.80769230769,15366.450549450536,37326.200000000004,0,1
61670,HPC,61670,Entrada,13676.64835164835,15379.23076923076,37326.200000000004,0,1
927475,HPC,927475,Entrada,14705.703296703288,15508.868131868121,37326.200000000004,0,1
558489,FOODS,558489,Entrada,13805.615384615361,15524.769230769203,37326.200000000004,0,1
23935,FOODS,23935,Entrada,13867.934065934043,15588.24175824173,37326.200000000004,0,1
549603,AEROSOL,549603,Salida,12967.0,15628.802197802192,37326.200000000004,0,1
558488,FOODS,558488,Entrada,14712.0,15715.961538461535,37326.200000000004,0,1
61670,HPC,61670,Entrada,13063.494505494506,15722.61538461538,37326.200000000004,0,1
23935,FOODS,23935,Entrada,14772.0,15775.961538461535,37326.200000000004,0,1
156407,FOODS,156407,Salida,12629.802197802197,15831.604395604387,37326.200000000004,0,1
558489,FOODS,558489,Entrada,15715.961538461535,15941.076923076917,37326.200000000004,0,1
195946,FOODS,195946,Entrada,15775.961538461535,16001.076923076917,37326.200000000004,0,1
24948,FOODS,24948,Entrada,15778.280219780216,16123.395604395599,37326.200000000004,0,1
560806,HPC,560806,Salida,1289.9340659340655,16139.868131868097,37326.200000000004,0,1
24948,FOODS,24948,Entrada,15838.280219780216,16183.395604395599,37326.200000000004,0,1
89687,FOODS,89687,Entrada,11560.0,16217.642857142842,37326.200000000004,0,1
156407,FOODS,156407,Salida,13562.802197802193,16284.604395604387,37326.200000000004,0,1
217794,FOODS,217794,Salida,11528.802197802195,16350.604395604381,37326.200000000004,0,1
926649,HPC,926649,Entrada,10095.516483516483,16354.956043956023,37326.200000000004,0,1
918519,FOODS,918519,Entrada,8799.0,16395.131868131844,37326.200000000004,0,1
558487,FOODS,558487,Entrada,13305.0,16460.692307692298,37326.200000000004,0,1
160123,FOODS,160123,Entrada,14192.791208791206,16514.445054945045,37326.200000000004,0,1
926649,HPC,926649,Entrada,10033.197802197801,16532.637362637342,37326.200000000004,0,1
971416,HPC,971416,Entrada,7459.000000000001,16601.725274725246,37326.200000000004,0,1
89687,FOODS,89687,Entrada,16404.598901098885,16621.802197802182,37326.200000000004,0,1
24948,FOODS,24948,Entrada,16152.192307692303,16667.087912087907,37326.200000000004,0,1
918494,FOODS,918494,Entrada,16457.450549450525,16674.653846153822,37326.200000000004,0,1
198436,FOODS,198436,Entrada,14130.472527472526,16690.972527472513,37326.200000000004,0,1
918494,FOODS,918494,Entrada,16519.769230769205,16738.12637362635,37326.200000000004,0,1
558487,FOODS,558487,Entrada,16523.01098901098,16741.368131868123,37326.200000000004,0,1
52522,FOODS,52522,Entrada,13120.109890109867,16755.802197802164,37326.200000000004,0,1
558487,FOODS,558487,Entrada,16460.692307692298,16797.895604395595,37326.200000000004,0,1
224668,HPC,224668,Entrada,13365.054945054942,16804.17582417581,37326.200000000004,0,1
34493,FOODS,34493,Entrada,16089.873626373623,16844.769230769223,37326.200000000004,0,1
89687,FOODS,89687,Entrada,16466.91758241757,16864.120879120866,37326.200000000004,0,1
918494,FOODS,918494,Entrada,16582.087912087885,16920.44505494503,37326.200000000004,0,1
918494,FOODS,918494,Entrada,16644.40659340657,16923.917582417555,37326.200000000004,0,1
160123,FOODS,160123,Entrada,12422.269230769229,16963.565934065915,37326.200000000004,0,1
224668,HPC,224668,Entrada,14443.901098901097,16986.197802197792,37326.200000000004,0,1
971416,HPC,971416,Entrada,16788.68131868129,16995.307692307666,37326.200000000004,0,1
971416,HPC,971416,Entrada,16850.99999999997,17057.626373626346,37326.200000000004,0,1
224668,HPC,224668,Entrada,14381.582417582415,17102.725274725264,37326.200000000004,0,1
8560,FOODS,8560,Entrada,16585.329670329662,17103.686813186803,37326.200000000004,0,1
918494,FOODS,918494,Entrada,16706.72527472525,17106.23626373624,37326.200000000004,0,1
169905,FOODS,169905,Entrada,15965.23626373626,17138.978021978015,37326.200000000004,0,1
23521,FOODS,23521,Entrada,15840.598901098898,17254.34065934065,37326.200000000004,0,1
34489,FOODS,34489,Entrada,16647.648351648342,17287.15934065933,37326.200000000004,0,1
160123,FOODS,160123,Entrada,16709.967032967023,17289.47802197801,37326.200000000004,0,1
8560,FOODS,8560,Entrada,16896.923076923067,17296.626373626365,37326.200000000004,0,1
958712,HPC,958712,Salida,9496.615384615368,17405.230769230726,37326.200000000004,0,1
168368,FOODS,168368,Entrada,16772.285714285706,17410.835164835156,37326.200000000004,0,1
